id,hash
balanced_5459_4106e4f6,a77e4986c0571d5146cf6cda8254069c9cf3be1b402dffec875b29e8e0e0c25f
balanced_4165_178f79d6,cbc8e8af601b512166fa117dde14e3748643cf96345ea02052a9d881e1a1bc69
balanced_7796_24bafdf9,ebff645f8c16712df67b45d4982ea2df3187976c5c91a282c75326ef49402e6b
balanced_5112_44c0c2c7,f0239cf78e35cdff18a9dc50c480925baab8bedf4b5c9d4e3f3dbad8182b5a8b
balanced_6700_70740183,89dd766ace9aa3ec2860ab10c48a882abf100682864d38ddbab36c62d27c03e0
balanced_4531_f7291e0b,df86423080b752d1b44486772158d4c863fc7b58c6e82ce79f5244dcb261ecbf
balanced_9223_a2a4f02f,e84d91b30c5db15946b060d2b459bcaeb80ded01f0cab7ca605237983b792225
balanced_1241_29de137f,78c2c9e907e68c452fbf69cd4b44a5192d484b6dd4790ee1e74bcff6a01e459e
balanced_5250_aaa96ae6,2765c66f007befa8e50fc891f3cde8a0efdb983aec6f9da5b97aa1d1511294e0
balanced_5045_1b4334b6,398659e1df66f7dc38aa6e971b702c58b659eb0412d2939cf93dd2017233fe16
balanced_147_9e627ba7,2b9057fc81a10572ca0ff4023f48ba0eb3ae277fef3d6de211ce0c865e14d1dc
balanced_2263_ddd098fe,7b238f85913476f5c2b413ffbd69614402e6e424b51a3c2e1e0a400758c19306
balanced_5451_70f1350b,263a7721d2a3caaaa26d51f387ff93392b16a5baf3c4f5e117686acb2d775cd6
balanced_5346_8ddc3044,683d259a06f62eb4ea949fcef3d8b76e3c83816f18829b3e29e1e0730f022cde
balanced_4259_4e536027,c3e98efcd89cf105c4964b85622caa8c615d4ee302bc27bba7ab7166f064fca7
balanced_5360_62e9e623,c14e39755cd00f6cb02854098a15da66d647b5e5da5385a66a40e5709cd66b60
balanced_1721_934206c2,4db1e7e488ad5c5d2e717a37aa2d4353d6ff3032f139b4257eff1079acf05ab1
balanced_3229_a5d1076a,7464c1e9be86fd0efd55398198e32a4e56ee7587e441f52485371c109eebceeb
balanced_8478_4b484941,7d0a8b397480b695d4fb9b1428993fcb428e1736c7af0adb8e6c50d766482a5b
balanced_8262_91955de5,e7166d20183e8a71dfa9c89673fcbc783b806f560a367f839ee98eb68d4c4bbe
balanced_3462_b79a96c3,e958470f7c257dc9f5b4db30491c69b4e887f2a5684e0bd47f2f1dd71bb1eb50
balanced_9136_30781c67,d70f75548d7c338ce26437acf6ddc540897a2ce3ca30c6eea235326848f25902
balanced_1995_c861b496,119bc124d811e468daa1265d948465d6844eb1403db9a816e78863586e7adccd
balanced_3286_5fc23b31,53f420570f7fcc901df53b58653ba37d4ec6f9b589f3e6ce396a6e5e847e94f7
balanced_3463_16738193,4bf63d0e38a5c610d94152139773affb27313b15ac7d5c8d45b658f60e330fdd
balanced_8498_92866be1,69dc4c9d34fa26f567d341d6b62b5a6c407d8f307afd79c7538398a695d966d1
balanced_7617_ee826c8e,0876befeffa8ee7df226988cac380c0dce3f1a8ead427b113efcb00421e7d7cd
balanced_7675_e10d8dfb,3429876608cd7064d034e3cb435d34ab1528ec564bdc7f9400c02d2d74a8ca2f
balanced_6028_43a621b3,c1bae8a89befb278a07065253550543df542d0f78b1c84b75020ded03b50f711
balanced_7190_00cb7754,f87d12c8e5012e6f19afcbe873e5ef49e34451d43bee08abc441fe2f80c99196
balanced_8589_ae82d32b,222213b7376c9202a3c74eb1e962a38397898b017c4562980d27c9fffb161c13
balanced_5136_c9dab6ee,a0b3ca26e0bca6805a897610bad1688d0c3053cf97d6a919dff4eb528c4b3312
balanced_4958_7697b8ee,0eda2593323a43f16fb33583178c45ee462eb64c5cda447a0fb024faebab4075
balanced_7093_9396cca0,f7b5302a8ae5acaea9c51bc41b36994f1c747578b44c2cf2ab645ab52d1ecd74
balanced_3035_5769485c,f750be8c211f349cf381d0e15931874d3574d55fa9e53e8256f0997acb1e1d7b
balanced_6293_9e384228,4921fee859fd6c748f66316c6f414c306ee3388add47df0472df64d54ef7a048
balanced_6488_f569d6dd,00d9122bbaf4837f852ad2cd0c57e88efb8b9d3be414a73f67b14023f294fc53
balanced_1185_2e2e4865,57624a2325416ca07e01fedbf5e65e393a0678eaf9d98282dcf19c942889129e
balanced_516_bc4451ba,ecb309cae5abb2cb53faec22ec246f0cb36fcc095819f81e354c5136360c0b0e
balanced_4749_873c5556,7c31e420787d4a3d4d7f669d85b1d6529a97d12db7ae142dad62c2cfc2557f0f
balanced_1062_8e2325e3,003560d6caa54b20a273e46506f8bed3d7bd803ae8f1c8a2e08dbbbd85cef7d6
balanced_2919_2fdcecac,a497ccd594e15a41e1fa0d6ab19b7e6540a08b53c70323fa2f77e897f8f8d74e
balanced_1400_d079dca5,e8b6b377607de56a3f682214bc54b6e45e109b4981a2b8709c81fbae807c0e66
balanced_8487_fd7e9b89,6075dcbeb7cb43ccdb8249d382dee9d1b1d3072f7211a16f88f982107e0a649c
balanced_8310_f5b6e1c2,851b3cf8a0ccacc8331e7b4020f52949e75bc0bcfa992a1a611870fdccb3ed10
balanced_3002_a3f8497d,54fd81816b0f3c7d0251bff57ed7eb498801681097d63198fa617ac601bcaff3
balanced_5002_b99c4e6c,43b62b3c6cac317fac3b083cebff2fdb6cc3596e9ce029579281e30fa11b5fa8
balanced_3205_24abc295,6181355446412ed32e4d194d975471902033897b96bfa0df883e15b410fbfbdb
balanced_5880_617a6c54,4c9d4cf735e7300cac6a6f1decbc4bc33e487f0d2d3801200fc30dbaa4c6e312
balanced_7142_988ae6e3,ad951beff7959519527886c5311b7da04bb7b9527fcebd0421ee0f7e24811abc
balanced_5857_e964bca4,dc223fcd7727aa8a1604d452e5692743b365bc1662c1806ff1613e83824ea9f3
balanced_6401_1eb51681,d192ad913370cea50e907ce9043e702bc9580518e38bd7d7b6b961b4dba6a55d
balanced_4172_a0347b18,a36c94f102b8f9b32d81ae6e1635fc12f499745094196ce94c278d1640dd826a
balanced_2059_bf94886e,78bc554d37638de4b3d4b7f0a075afe173e13a6463d110046e976edd3aacee83
balanced_5616_be91ccd3,f7ceb2879772aa2d0ee93a1484e09c0e360d507b16713bbb469a100c60217f9c
balanced_6296_b3063bc6,835e9853012fededb40ce49d3f2ed3d63fe47df43ac420d143e026bded589019
balanced_8168_b6bf683e,7c1f53563ca726a20ccfa2e903b09fc3b36477e1c975cf14cde138c221508f0c
balanced_6602_88f63265,38bf0fee91a164c852219dcae6498a3f8a86d7daf51dd09e764cfb15ddbb724f
balanced_5069_9c907595,8d9509833929ce1db21c845d393417ef2766ba9358a43ad8508d75f3816d536d
balanced_526_4ba24282,ea21782ad60f23923e8918b97d2a197597a83d7806ab36809101e9216fb4df8a
balanced_143_ebc5f767,581b802fb2d36d929518cd5794a7264ee40cf9ba12bef4c2f87b5c8add8191a7
balanced_9709_5140485a,4b3dca6b8c700a58b8d912d0498804bc3c2d6fb49cc93df1e40b801d112e6508
balanced_4343_b7162d37,e62fbbfb8dd3dc76c0f6c972db9dd99a2cef661003b7218a6d5f73692dc101e9
balanced_709_8a3c64ee,06ca5c8059d90abdcabbb7b468f3082333e41ff047f9326c82533bf311ef1276
balanced_477_bcae5ce5,a51ac495d05f71158c5d460c712262437a638dce5dd4800cb021a9364e6785b8
balanced_6080_147e85e1,f61236cb66cf1fe4cfb800c08c65717b654a938b2712af479c1e61c624a6c857
balanced_2966_4bf66e61,7fac873ae355c123ae213849a46c3bfa2315265936ce2abce74a260323b58511
balanced_5471_05785dea,1522eff934e3c79c191554b4e2d4967ee52d401cb54424df3eaa7611e31b0fe5
balanced_3015_2c77d1f5,165877b730af3f25f983df9419fa961fd88bf50145ce425f4c7a466b8bbf6f77
balanced_6742_9adad524,d6161495e17525a8828fddb1fb84acc125db9a379c40444ce93e227b5f590f5c
balanced_6231_787d990c,5854532377a6cfa00b82cfc899577422bc4eb002e1b252ae37c41484efa71d3f
balanced_7457_2a131869,c2aec9fcee9c986874230f6eaf183e5e20eecbe851ce7a2d43e4e6bd0dac16a2
balanced_8858_3f318646,6f8df869eadeecfa2cb659e1555feb670a0b87abff40b11a334b71bdeab511ea
balanced_3327_abfd2f0f,98cf3620577b0e496d24425b3eace08629f6bf9ee64ebc4e229fb3b5ff76442d
balanced_6975_d5c46e27,3b97e410e17d9d6adac612824a716d5856899edd2a10fe2e05c952af447a5157
balanced_640_a625492a,d29d1372f32d1d9d7e36fc6358fd01630506c3277ac406448af3f4e4bf1e31c1
balanced_1161_f5471d37,d9ecc5e805afe222addeac155904029277711a8db4b23231eaba97ffac4f1b73
balanced_6378_5462704c,31997c586370bcb84fec81e8eb6e5f3c3d46d70568a785faf52420254481a778
balanced_6245_866d5f09,f0a0f7290a888a05ee445341d947a9ab162a8c4d4024ff765f02a79542361077
balanced_8493_ed9183e6,d78a24b0eff8ec1324371300fa81f58e434d79aa0fd65ab2192b9ac257633e5f
balanced_959_da7180d6,517ed7aa296ea9aadbc167ff0ddb01091a5426b6caee910ab5b8aef235b84af2
balanced_6383_0de2fc99,0046a30c0b8041cdd1314b05b01859a5c527c70439eaf4523361c25c4aa42ebf
balanced_4447_b7eaaf4a,eaf97657252700ad328ff229088b60604c4aeb3a764fdfc641a3ebce71779cbd
balanced_3640_53b3d6e4,4a4eaf44458cd1ec646b4cb60af5a598ddcccab6e016facdc4ceaeb2a7f18486
balanced_281_4e4432fa,03ec3f108a4c4e7ded0b8d392166e3297919a2ccb964d6d9ccc4d8586f88146f
balanced_6944_39f52c4b,53a4498dbe0c2ebbd9aaa557f6ff5c5e047d7f963e352fe602f650658ee34732
balanced_9318_97233fbb,a8dcf849947fceb752ab22e9da3f9f9aef49491d109c20f58c035cd5f6136f23
balanced_4423_a3546dca,8ba32171db05bc0c8497b504f669f59145d5bf85f608b3b65f62128e7f41ce86
balanced_7983_a2a87269,a4e49fc5d8af0ebd895dfaf4c3705f717a7a270507d43a4cc8b81e110b42e3a0
balanced_1243_4ef5e2c1,3a3417b14ebfedbc2736b687a2f5fa12f768e292549b97fd3fec5d1d0622874f
balanced_3535_f8379308,a328ebd0a64c6dc1c80d0526a69dfc267eda765d9389af6da4029f2e9c1048c3
balanced_3422_aa9a1710,d81a666548d7ce5e581b70c7188dbbcf7c5205f5b5f4984cee032d9342a0a092
balanced_4909_2f795d19,9805214c9c493c4c335a4533cb28277b4080d8ac4ac4069325fc2cc4f3c470c9
balanced_9247_ce8b638d,6699932e66f6fe0ddfb0555d256111e14417a0dc3a152c2c3608bb6bc10cf098
balanced_6656_a5d3d60c,d89c13513ed25d8f945e7ac654a64002b6c24e4b8ade0af868616fd394eae90c
balanced_4025_07bc4d10,1f0611dd4359b73f7750e757f836e01a19afbf11010a0e83891e99b9ed13e640
balanced_6289_0429aa32,2142cf7288d5dff8fb1b2f354e30719c2037ea0186af39d32d6a0342ea0a557b
balanced_7896_74d0004f,b1be6dd5d42a8a2e32a356b0a37cf7d386fb581dae02daade11929172d4e1b91
balanced_4443_53640741,7427c01a045f2b04f7eb6a034631dc9b24063f8727d3af2b16e71c0c0dc06f80
balanced_3859_9ab62d90,104f1177439920c6fd2738dd829d5aa708829ee843d15406e55de7dfdd0162b3
balanced_4933_70bb2f9b,788764ed1706d9f099d0ff13a49f2473267152b9f4966a7714227d5d4209280c
balanced_5034_132012d9,46401d42025035162050b2a5a06dca51b56e64d72314d3784c388223447442f9
balanced_2745_c5092c70,3e6e3ddcd1e1dac963021f7526a79c6a3501eddb759dff334c1af7e84edb02a2
balanced_361_7bab873c,db01b1e6931fa6192553b08dc8efd4d258cacefc83a92e0537da2439e2bd56c2
balanced_9529_4c25dd4a,4fabdfcc82f222a96359fe02fd13de1e5e824dba05cb032ca0ef3388a04a8d19
balanced_7871_b9618bb3,a20e8be88aecb47f13fa5cfab91289a5c7e21642e1b5413bcf88da41988e7e0f
balanced_7294_f4fcfbc1,1a3823de9cf51b8830fcaa9d237e53de986544c2dff903cd5a4e9a38c174bbcc
balanced_9474_0004d6ce,524bba512a98ef3368fae31bc292416942fd59b89671444d65bb10d70d316ab2
balanced_7005_8b9e4eca,41a1967ec50facbc8e6b736fb1039f4fb5e044bd190ee19a7f622eb40bcbf5dc
balanced_9804_e0ce9962,529aa7f6f7700745834d75b26baa8bca4d9a32b3305b7c209db9e8ecef4e1c16
balanced_5444_27ffd0b2,a31beb186ec622ac9a8c999c136863cd374bb8396c281472ad521db93015f061
balanced_169_42025f76,9300aa0457bd36f40f334b576c7081bade7b9cdcc86ffa43c39f2b5a6cb33366
balanced_82_a7253827,e204cc1acdafc3e6ed87bd7707915d63e4743df60014ecf4c286081d1408a336
balanced_9696_6ecf3703,64e3fc334ce099667a0c99e070662715428788cbb9ff5f2b6ba059cee768a6fe
balanced_572_be0df2b2,57f6a901aa2ef118d086ebb84b5d7315752a62b71f1a31705a6d569a4dea0521
balanced_4908_cf741b3e,d2294a507af21240715bd371c0e4d454e718898035087307ca611aa70bee09b6
balanced_3914_ef687725,3c48b9f06d13ad6a45a6a2a011c974a43c3c74e857be7b97771a5fe6500fa63e
balanced_6190_3771a4ab,ef1660b90314dfc58c9e4de77097f051baf87d871ce0da7a6b3e29a79f6bc85c
balanced_7035_fc007fb4,345a26ff2de2c0b2a2962ab803be4684dd311522aa9fd01baaa8ef4eb250bd72
balanced_8076_cde0186f,5a82aa7482208dc32d367b8a185c9ad4696388f4d4141c561f7172fa54953cb7
balanced_7960_a881966e,39ec3a640157b6a6dd9d9a4d8c45b6bef9236eb68a115e86904ef749075da7da
balanced_9472_02439252,d12579ed0f8b02f2cee6c6af63230413f9c9807497c949ac709e7fbbcc6528ae
balanced_9871_ce1da2c8,64477e162cfe1f82ef4966418877da53bcc2ddee2a41ccc408c40ea1267c6b73
balanced_383_1aba8c74,d2b3857f58587231550a6d9a14db6674695a0cdd1cc877a2f9ac80e14c173a75
balanced_4179_86463f40,35b57b255a2bb697096d207fbe61425b69ce65ecec96c5b557e2aa229c9ffb3d
balanced_7591_c7a5fea9,328aa4696159db2161a6ec8bf0bedfa4d632eb866ea9f2c3c14b639bac0ded24
balanced_2464_7d10416b,10066b513f8d60da483666ec6ff39e850b719accefa2d286cfe6b2e3a1426fd8
balanced_8999_c88f03dd,a710ecf6c410829aa9c5605de9cb28a6b07f7c00d49fad7bb3151b00a9283955
balanced_7783_31535919,cd795c90f4fab2270aa759287110aae1c6162a7da5445a729b75b98c673f88f3
balanced_3206_5f4bd641,06ab6eb3d4776a1f16608e729e5236009ac50106c862996842f5b5cda19731c2
balanced_3452_9fb45b12,12a6e440122bb61ca09f72cd331b5a3e68742ebcbf79d259d147b0ecfb0938c4
balanced_418_0bedb2b1,3cd209d5e9eac4bd21b0cc1a055b6d28110a24c944aaf2614afb117b77c1c32e
balanced_2071_f68eb9c0,a407e3921b630489290c2008963751b264591691835330b4d2b80b2664797c48
balanced_4037_461db1f2,2a8a6ae8efebec4b111a87fcf3169d2d1d0c040cf4281e5b6873a0a028b5dcd5
balanced_4145_cc219bdc,c506909835b730c32532f96cdf33e52ad222be9c448d7990fc236345a62f52ae
balanced_4630_6b8b8f77,ad60aa7db349a51cc5fa8b88377801374d094cc8f7315a434636d5f8423a8f5c
balanced_7165_4485792a,0ec73b5318fcf2d848872c249bdbc0456cb1ab845dcf8574d3c7e38832498a4c
balanced_9961_0d3bf310,cc456a7cd7e911ee4cc49b5c0896d793b679f3d417a96a23641b09c528be63f4
balanced_5123_736418e2,f8f3021d94d3d3558599a18bb9670e7d420cef4361ee1617e334c3af584909ab
balanced_574_5fd0ba4c,d07bafff6f05e7380c7c06d416f4616b661bb7907c758cf7884c3d51d374a949
balanced_8120_989bc315,d7f6ca02feb662be80ee8ae1dd858c3a6516d4d723e01d84239773029d66366c
balanced_2668_0e4ec43b,f170f215fbfd0a13d77ef957c7e4a44b8fb8e59dca2a5f61d1dc70844c7cc768
balanced_6671_dcbf9543,a27824746dea3019ee3a58c8a09013cc25bd569cc7266ffb750c3e7efb89ae47
balanced_5018_241cde30,e51c0fa91327daba0d0f6289fda4350f5a655665bf6d2fe00cce8683b89caff0
balanced_8737_78709e4e,c30d59896399680cba1e900fb89a4c42fe0f7623a90392d65209ebf35b6416de
balanced_1534_c739ab77,3f39499cf03d7f112eacd3a841d7325dd20535e8bb82057b7cf87944a2ad22fa
balanced_3317_1a5846b3,193d6841f15217735561a5bff2c7ed076c4cd98de63014306508b5c1e6c3f00f
balanced_8068_6c328630,16e443402bedfc9504793a7608d8497020e2b547c535d2a0f23939be679e4eb1
balanced_8228_b5350b7b,7c87ad662e310d15b6c2fc7fc5d6b3aae5b4af86912f32428da9872c0658590c
balanced_7475_3a20f4e7,3969e1163a56b0f66b806229e0b0f493255ba4f42ab31e636ac6d76661dfd9cf
balanced_6285_229826d8,59e0c13cc8b52aa2bf727686a42dd93939dcb748a422180b26b1cbd33f969f20
balanced_2738_ac597793,3598ad93baaeae7c8024b70c1e1b95a1c8346f1a40d65e5826bebe438344710c
balanced_5114_0812d986,7530b09d164ca7454af4ef1fee6643ca6b5b927f4ba4e945e317bc9c4ef9243f
balanced_4238_9bdd62e4,3a9212b4d897ce268f910405f4b5a87252c76d681e841975a8825cf2f57ac34b
balanced_1890_4d58a7ae,aa1df29e26579ae5a73d436b41412018715e131a4aade936db3ea7f8fa0a0cfc
balanced_4108_d9ecd7f7,c16586fc1bf8201f5f699174ef0043e6036fec9fe3c00e608bae73addf47327c
balanced_8665_e3effd0d,bdb520647d966894d1625c95fc72e4f11abe3f21f22254e7ff013e8d55a4368e
balanced_5833_725ffb90,aa37b9d9fbf33f95d868bd4f831765438f4a25b27b2c61d5052a75118a8d67aa
balanced_4750_f95e205d,94295f0a4af51f7e85b28b5bb1e8fc0680174e5c37f4a85e79544c11d095b55c
balanced_5865_871f76b5,d1a42007fc4e1bd1e348a2e21f75ec14486dd3f74352bef83af9dfeabda542b5
balanced_7620_d6112110,5459590b5329ab9454a7fc9517b9dbc6d984f70a4ccf970bfe4301e127a48c15
balanced_1394_f5fa1aba,1e5dfe5d820987c4f73dea113e657c0a09d1ae99cc49729409cd71e4fc89cb10
balanced_9723_cd4525a2,902a3726027695c601e65d010e6de09d52c49ce276ac0317ccc53df3cd7b24b0
balanced_3285_4f1fb51e,51ebbea7229b1943aecc50195e26f27cb2ebaa2b492751bd135815089c8139df
balanced_2401_08194b97,00d4c6c4e6b566c9153992e1e02bd75cb974a001d8c316096545ec6cd5d9e9a2
balanced_7924_2d0f22d2,4fc5e102443415eba80d1bc9564a3b335c51979cd1a2719de05123310eb716d1
balanced_3528_42936691,095e8904d2f496f5c07aa63f0982c8a37909ce71dce95ab971e49d7e6efd45ac
balanced_7098_21c94647,84fdf80e1be25a4fdd6b93fa9b53029d37b6fb9cdd01a42a9bc065b0fb7ba3a5
balanced_1430_40936367,b40eea461564ed6b923037458bc8cf3a4d060bb28ec6f854483050b342350262
balanced_3574_98861f4c,23ebe1be6a00fd9bb7090efb7aeb0fddccfaeedb2c4f1f2b3c8009027fbd354e
balanced_7064_9a4d80df,52905da40117fc8b067becfba7460025a7ce92785eb6b4f5128ba8a320265de0
balanced_7225_2295304e,04770837021df4b8debc209448de71dd66a14ac7f19de9aa743551279737de8d
balanced_8105_ec727718,1554e12c2f27aa8bca077f0ada139766612c5777e157b69bf00a75ad21fa5868
balanced_6346_8739f771,b12caac7cfd87987cc9aea9206b67953afc25412f2afc1d44487987afe146b2e
balanced_8245_741bbb18,7216eea949709fe46e973582b707b3ad44e5e50d1be32f4f4076a086e3726444
balanced_955_b41bff34,ac0e62cf2e9194be06062b05df2cdc42c1090b810cc955509aadd481049444a9
balanced_7544_36430def,6751ebd248edfe55e09084d3d808855ba2b4612a087e26320a82af398da41b36
balanced_7224_09d6d752,a078e3ba439c8588b45b1daeb33c01bafff4e8ccdab2045c72d78eaae27575c7
balanced_8503_408565ec,1e414e7ab53d0ae7029d81ac235f7ea35c130e5cf88dcb533af55702f4850555
balanced_3399_f8b28e3d,f9405311dee7ff3e4009605b2085a5e1e87c51ee019df1422565ddedf25f5fc4
balanced_4538_c248c226,c282e9a57201a3135576e8b7832395043fa013c420aeabfef9a62e6f6933a2fa
balanced_6606_9023b106,15a6e998e08a3974ccd6da5b2a27cf02ddc00c04cd8e27d7c70faa10fb006d52
balanced_6876_773ec953,090057cea99110c6c309f3977b9269f0c788958ac667d6e35608189ad2ec17ea
balanced_6090_d4f8a77d,b0c8760b52473c99db47177ae184831ade4806879f822664ed22f9de23dbe8ab
balanced_6461_d6edc0bd,ab4cbc6ae5d565a3f5d52c0f107c2821fde5bf6611dfc850b9b25179d629f8f7
balanced_3341_9b0b892c,e445063676d61e4c8b9f9ca5631ee27ac638756cb4bbb9f4a8061d24745e7c39
balanced_6711_bcf79f24,991278f0583fbf496e47773615b2ef018218b4b7393da601e563a6d9631e8af3
balanced_4927_e31567c1,924055d22e08b50344f3be518c8896e42171c1eca8e029c7ba7f943ba31822c8
balanced_871_6392d866,971af16214d2dee79008a7bf6fc20399fb955613d916d03d3f0828623942acd5
balanced_4_f6e88992,833f85a8f9dc3315ac021c61152c4151f038abf3e861d168e73fd83d3cea3e97
balanced_3305_10a2136d,16866823a5be536c162b892553cde1e026210852d42e00d13bfb8a6b8b341d13
balanced_1142_794a4637,cefb7acc95069a8f6170db2487c0300eef0ad8dd162ae4ded8e990262fbafb6c
balanced_3360_bd4c3a4e,1372fb981388c6a8d5155768a1a1fb1e5945ecdf8a7cf768b082c47d1d868f33
balanced_9679_6e9f9e50,5983cdf6fffe1c4a1841259e7285b6a4c2a833a33bb15e1cc9c114544ed64693
balanced_7254_6e6f5bfc,6318d0dfbf42f1de0200dbfaa400021e61a4d9709f8952c955513a77aaa25d53
balanced_7_a6199748,87918f00448cc5c39b93b9a233d3dd82aa3fb7a4e350539fc50081120576fded
balanced_8813_74fc8145,53f7935ff5a979e6957aa6cb280ad187a7c2da3860774c249551e87b50f09cbd
balanced_7926_c91bca01,e1d0730bcd2941c686f843a912fdfdba75b27bd4cf2651b63b7d951d85fd8705
balanced_6033_61bdb2c1,e20ec58133dcf90de845966d952ebeba3c25d395d19e24bb5b464f0e92b73d18
